0,1232,1.58,0.95,1.19,0.03,-0.98,-0.12,29.59,13.77,-21.09,0,24.37,98349.59,256.93,0
1,1371,0.98,0.92,0.95,0.02,-0.97,-0.10,29.59,14.36,-20.80,0,24.37,98349.59,256.93,0
2,1512,1.74,1.85,0.50,0.03,-0.99,-0.11,29.59,14.36,-20.21,0,24.37,98349.59,256.93,0
3,1650,-15.17,-3.79,1.79,0.04,-0.98,-0.11,30.18,13.77,-21.09,0,24.37,98350.44,256.86,0
4,1792,1.14,1.17,0.77,0.03,-0.98,-0.10,29.00,14.36,-21.09,0,24.37,98350.44,256.86,0
5,1935,-5.60,-0.25,1.57,0.05,-0.98,-0.11,29.59,14.06,-21.09,0,24.37,98350.44,256.86,0
6,2073,1.29,1.69,0.95,0.02,-0.98,-0.10,29.30,14.06,-20.80,0,24.37,98350.44,256.86,0
7,2211,3.00,2.58,0.87,0.03,-0.98,-0.12,29.59,13.77,-20.51,0,24.36,98350.69,256.83,0
8,2350,2.11,2.33,1.07,0.01,-0.98,-0.11,29.59,13.77,-21.39,0,24.36,98350.69,256.83,0
9,2488,2.71,3.47,1.47,0.01,-1.01,-0.11,29.59,13.77,-20.51,0,24.36,98350.69,256.83,0
10,2626,2.33,3.17,1.41,0.04,-0.95,-0.04,29.30,13.77,-21.09,0,24.36,98351.32,256.78,0
11,2769,1.43,1.79,1.53,0.02,-0.98,-0.10,29.59,14.06,-21.09,0,24.36,98351.32,256.78,0
12,2906,2.66,4.17,1.34,0.03,-0.98,-0.10,29.59,14.06,-21.39,0,24.36,98351.32,256.78,0
13,3046,1.09,-0.98,1.77,0.01,-0.97,-0.07,29.88,13.77,-20.51,0,24.36,98351.32,256.78,0
14,3183,2.16,5.43,1.63,0.02,-0.98,-0.10,29.00,14.06,-21.09,0,24.36,98351.24,256.79,0
15,3320,1.87,1.53,0.74,-0.00,-0.98,-0.11,29.59,14.06,-21.09,0,24.36,98351.24,256.79,0
16,3458,2.40,4.48,1.13,0.03,-0.99,-0.08,29.59,14.65,-20.80,0,24.36,98351.24,256.79,0
17,3630,2.26,-5.80,-0.57,0.00,-0.98,-0.11,29.30,14.06,-20.80,0,24.35,98351.56,256.76,0
18,3795,3.14,5.50,0.79,0.03,-0.98,-0.08,29.30,14.36,-20.80,0,24.35,98351.56,256.76,0
19,3962,2.46,9.22,2.33,0.01,-0.98,-0.08,29.30,13.77,-20.21,0,24.35,98351.56,256.76,0
20,4125,1.98,4.28,2.10,0.00,-0.98,-0.07,30.18,13.48,-21.39,0,24.35,98351.64,256.76,0
21,4289,3.64,2.98,0.40,0.01,-0.99,-0.05,29.00,13.77,-20.51,0,24.35,98351.64,256.76,0
22,4458,2.54,-1.05,1.47,0.02,-0.99,-0.06,29.59,14.06,-20.21,0,24.35,98351.64,256.76,0
23,4611,-0.69,-5.26,-0.88,0.01,-0.98,-0.04,29.59,14.06,-21.09,0,24.34,98351.89,256.73,0
24,4772,-1.35,-1.01,-0.18,0.03,-0.98,-0.05,28.71,13.48,-20.51,0,24.34,98351.89,256.73,0
25,4935,0.62,2.69,0.95,0.04,-0.98,-0.07,29.30,13.77,-20.21,0,24.34,98351.89,256.73,0
26,5099,2.10,3.11,2.07,0.02,-0.98,-0.05,29.59,14.06,-20.51,0,24.34,98352.36,256.69,1
27,5266,-0.39,-0.82,0.74,0.01,-0.98,-0.04,29.88,14.65,-21.09,0,24.34,98352.36,256.69,1
28,5410,0.44,-1.56,-0.11,0.02,-0.98,-0.07,29.59,13.48,-21.09,0,24.34,98352.36,256.69,1
29,5556,1.73,1.36,0.59,0.04,-0.98,-0.06,29.30,14.06,-20.51,0,24.34,98352.68,256.67,1
30,5720,1.05,1.60,2.07,0.02,-0.98,-0.04,29.88,13.77,-20.80,0,24.34,98352.68,256.67,1
31,5882,0.10,0.68,0.62,0.02,-0.99,-0.06,29.88,13.48,-20.51,0,24.34,98352.68,256.67,1
32,6054,1.30,0.20,0.11,0.02,-0.99,-0.07,29.30,13.48,-21.39,0,24.33,98352.80,256.65,1
33,6223,1.10,0.89,1.41,0.04,-0.99,-0.06,29.30,14.94,-20.80,0,24.33,98352.80,256.65,1
34,6387,1.03,1.51,1.37,0.02,-0.98,-0.06,29.30,13.77,-20.80,0,24.33,98352.80,256.65,1
35,6532,0.56,-0.08,0.18,0.02,-0.98,-0.07,29.59,13.48,-20.51,0,24.33,98353.10,256.63,1
36,6693,1.06,0.27,0.31,0.02,-0.98,-0.06,29.59,13.77,-20.80,0,24.33,98353.10,256.63,1
37,6856,0.67,1.34,1.26,0.03,-0.99,-0.06,29.59,13.77,-20.51,0,24.33,98353.10,256.63,1
38,7026,1.11,1.52,1.17,0.02,-0.99,-0.06,29.59,13.77,-20.80,0,24.33,98352.83,256.65,1
39,7173,1.05,0.39,0.77,0.02,-0.99,-0.06,29.30,13.18,-20.51,0,24.33,98352.83,256.65,1
40,7311,0.91,0.19,0.82,0.02,-0.99,-0.06,29.88,14.06,-20.51,0,24.33,98352.83,256.65,1
41,7456,1.05,0.68,1.11,0.02,-0.98,-0.06,29.30,13.48,-20.80,0,24.33,98353.33,256.61,1
42,7596,1.02,1.07,1.20,0.02,-0.99,-0.06,29.59,14.36,-21.09,0,24.33,98353.33,256.61,1
43,7757,1.17,0.63,0.45,0.02,-0.98,-0.06,30.18,13.48,-20.80,0,24.33,98353.33,256.61,1
44,7921,0.70,0.11,0.84,0.03,-0.99,-0.06,29.59,14.06,-20.80,0,24.32,98353.63,256.59,1
45,8060,1.10,1.06,0.63,0.02,-0.99,-0.06,28.71,13.77,-20.51,0,24.32,98353.63,256.59,1
46,8205,1.02,0.67,1.36,0.03,-0.99,-0.06,29.59,14.06,-20.80,0,24.32,98353.63,256.59,1
47,8343,0.82,0.49,0.35,0.02,-0.98,-0.06,29.00,13.48,-21.09,0,24.32,98354.09,256.55,1
48,8482,1.08,0.03,0.79,0.02,-0.98,-0.06,29.59,13.77,-20.80,0,24.32,98354.09,256.55,1
49,8620,1.31,0.66,0.60,0.02,-0.99,-0.07,29.88,14.06,-20.21,0,24.32,98354.09,256.55,1
50,8782,1.23,0.66,1.09,0.03,-0.98,-0.05,29.59,14.36,-20.80,0,24.31,98354.00,256.55,1
51,8931,0.96,0.50,0.34,0.02,-0.98,-0.06,29.30,13.48,-20.80,0,24.31,98354.00,256.55,1
52,9073,0.77,0.66,0.67,0.02,-0.98,-0.06,29.30,13.77,-20.80,0,24.31,98354.00,256.55,1
53,9211,0.66,0.58,1.13,0.02,-0.98,-0.06,29.30,13.77,-20.21,0,24.31,98354.00,256.55,1
54,9350,0.82,0.65,0.86,0.02,-0.99,-0.07,29.00,14.06,-19.92,0,24.31,98354.30,256.53,1
55,9489,1.30,0.58,0.99,0.02,-0.99,-0.06,29.59,14.36,-21.39,0,24.31,98354.30,256.53,1
56,9627,1.13,0.87,0.44,0.02,-0.98,-0.06,29.59,13.48,-21.09,0,24.31,98354.30,256.53,1
57,9766,0.66,0.34,0.98,0.03,-0.99,-0.06,29.88,13.77,-20.80,0,24.31,98354.60,256.50,1
58,9910,1.30,0.76,0.96,0.02,-0.99,-0.06,29.88,13.48,-20.80,0,24.31,98354.60,256.50,1
59,10047,1.19,0.66,0.97,0.02,-0.98,-0.06,29.88,14.06,-20.21,0,24.31,98354.60,256.50,1
60,10186,1.11,0.70,0.97,0.02,-0.99,-0.06,29.30,14.06,-21.09,0,24.31,98354.60,256.50,1
61,10356,0.99,0.36,0.77,0.02,-0.98,-0.06,29.30,13.48,-21.68,0,24.31,98354.92,256.47,1
62,10494,1.25,0.79,0.72,0.02,-0.99,-0.06,29.88,14.06,-20.21,0,24.31,98354.92,256.47,1
63,10634,1.00,0.56,0.88,0.02,-0.98,-0.06,29.30,14.06,-21.09,0,24.31,98354.92,256.47,1
64,10776,0.89,0.27,0.93,0.02,-0.98,-0.06,29.88,13.77,-20.51,0,24.30,98355.21,256.45,1
65,10914,1.08,0.67,0.56,0.02,-0.99,-0.07,29.88,14.06,-20.51,0,24.30,98355.21,256.45,1
66,11054,1.15,0.73,0.94,0.02,-0.99,-0.06,29.30,13.77,-21.09,0,24.30,98355.21,256.45,1
67,11192,0.85,0.95,0.82,0.02,-0.98,-0.06,28.71,13.18,-20.80,0,24.30,98355.17,256.45,1
68,11330,1.05,0.52,1.11,0.02,-0.99,-0.07,29.88,13.77,-20.21,0,24.30,98355.17,256.45,1
69,11469,0.97,0.65,0.59,0.02,-0.98,-0.06,29.59,14.06,-20.80,0,24.30,98355.17,256.45,1
70,11612,1.08,0.22,0.98,0.03,-0.98,-0.06,29.30,13.77,-20.21,0,24.30,98355.17,256.45,1
71,11750,1.17,0.68,1.19,0.02,-0.98,-0.06,29.00,13.77,-20.80,0,24.30,98355.50,256.42,1
72,11889,1.06,0.82,0.83,0.02,-0.98,-0.06,29.59,13.77,-20.80,0,24.30,98355.50,256.42,1
73,12026,0.92,0.35,0.82,0.02,-0.99,-0.06,29.88,14.06,-21.09,0,24.30,98355.50,256.42,1
74,12167,1.14,0.41,0.90,0.02,-0.99,-0.06,29.00,13.77,-20.51,0,24.30,98355.63,256.41,1
75,12304,0.95,0.53,1.11,0.02,-0.98,-0.06,29.30,14.36,-20.21,0,24.30,98355.63,256.41,1
76,12447,1.18,0.64,0.56,0.02,-0.98,-0.06,29.30,13.77,-20.80,0,24.30,98355.63,256.41,1
77,12585,0.99,0.54,0.97,0.02,-0.98,-0.05,29.30,13.77,-20.80,0,24.30,98355.96,256.39,1
78,12748,0.96,0.84,0.58,0.02,-0.98,-0.06,29.00,13.48,-20.80,0,24.30,98355.96,256.39,1
79,12888,0.95,0.79,1.17,0.03,-0.98,-0.06,30.18,14.06,-20.51,0,24.30,98355.96,256.39,1
80,13026,0.93,0.82,0.56,0.02,-0.99,-0.06,29.88,13.48,-20.80,0,24.30,98355.96,256.39,1
81,13165,1.09,0.30,1.08,0.03,-0.98,-0.06,29.59,14.06,-20.51,0,24.29,98355.92,256.39,1
82,13308,1.19,0.34,0.74,0.02,-0.98,-0.07,29.59,14.06,-20.21,0,24.29,98355.92,256.39,1
83,13446,1.14,0.76,0.78,0.02,-0.99,-0.06,29.59,13.48,-20.51,0,24.29,98355.92,256.39,1
84,13586,0.81,0.70,0.88,0.02,-0.98,-0.06,29.30,13.48,-21.39,0,24.29,98356.25,256.36,1
85,13723,1.22,0.66,0.43,0.02,-0.98,-0.06,29.30,14.06,-21.09,0,24.29,98356.25,256.36,1
86,13862,1.08,0.26,0.84,0.02,-0.98,-0.06,29.59,13.77,-20.51,0,24.29,98356.25,256.36,1
87,14001,1.21,0.92,0.56,0.02,-0.98,-0.06,29.30,14.06,-20.21,0,24.29,98356.25,256.29,1
88,14144,0.82,0.52,1.10,0.02,-0.98,-0.06,29.88,13.48,-20.21,0,24.29,98356.71,256.32,1
89,14282,1.08,0.53,0.83,0.02,-0.98,-0.06,29.59,13.77,-20.80,0,24.29,98356.71,256.32,1
90,14422,1.11,0.75,0.85,0.02,-0.99,-0.06,29.00,14.06,-20.80,0,24.29,98356.71,256.32,1
91,14560,0.99,0.56,0.62,0.02,-0.98,-0.06,29.88,13.77,-20.51,0,24.28,98356.45,256.35,1
92,14698,1.01,0.74,1.05,0.02,-0.98,-0.07,29.59,13.77,-21.39,0,24.28,98356.45,256.35,1
93,14837,1.10,0.60,0.66,0.02,-0.99,-0.06,29.30,14.36,-20.80,0,24.28,98356.45,256.35,1
94,14979,1.27,0.51,0.72,0.03,-0.98,-0.05,29.30,14.06,-20.80,0,24.28,98356.78,256.32,1
95,15119,0.90,0.34,0.89,0.02,-0.98,-0.06,29.30,14.06,-21.39,0,24.28,98356.78,256.32,1
96,15256,1.20,0.68,0.45,0.02,-0.98,-0.06,29.00,13.77,-20.80,0,24.28,98356.78,256.32,1
97,15395,0.85,0.57,1.05,0.02,-0.99,-0.06,29.59,14.06,-20.51,0,24.28,98356.78,256.32,1
98,15533,0.81,0.76,0.89,0.02,-0.98,-0.07,29.59,14.36,-21.09,0,24.28,98356.75,256.32,1
99,15673,1.05,0.37,0.92,0.02,-0.99,-0.06,29.00,14.06,-20.51,0,24.28,98356.75,256.32,1
100,15814,1.01,0.57,0.77,0.02,-0.99,-0.07,29.88,14.06,-21.09,0,24.28,98356.75,256.32,1
101,15953,1.11,0.74,1.19,0.03,-0.99,-0.06,29.30,13.77,-20.80,0,24.28,98356.88,256.31,1
102,16092,0.90,0.66,0.93,0.02,-0.99,-0.06,29.59,14.06,-20.80,0,24.28,98356.88,256.31,1
103,16230,1.27,0.66,0.73,0.02,-0.98,-0.06,29.30,14.06,-21.09,0,24.28,98356.88,256.31,1
104,16369,0.85,0.30,0.87,0.02,-0.98,-0.05,29.30,14.36,-20.51,0,24.28,98356.88,256.31,1
105,16510,1.05,0.60,0.92,0.02,-0.99,-0.06,29.59,13.48,-21.09,0,24.28,98356.69,256.32,1
106,16651,0.88,0.50,0.76,0.02,-0.99,-0.05,29.59,14.06,-20.80,0,24.28,98356.69,256.32,1
107,16788,1.08,0.59,0.69,0.02,-0.99,-0.06,29.59,14.06,-20.21,0,24.28,98356.69,256.32,1
108,16927,1.07,0.31,0.83,0.02,-0.98,-0.06,29.59,13.48,-20.80,0,24.28,98356.64,256.33,1
109,17064,0.91,0.60,0.68,0.02,-0.98,-0.06,29.88,13.18,-20.51,0,24.28,98356.64,256.33,1
110,17205,1.11,0.70,0.96,0.02,-0.98,-0.06,29.59,14.06,-20.80,0,24.28,98356.64,256.33,1
111,17346,1.00,0.40,0.59,0.02,-0.98,-0.06,29.59,14.36,-21.09,0,24.27,98356.77,256.32,1
112,17485,1.20,0.56,1.09,0.02,-0.98,-0.06,29.88,13.77,-20.51,0,24.27,98356.77,256.32,1
113,17624,1.03,0.62,1.06,0.02,-0.98,-0.06,29.59,14.06,-20.51,0,24.27,98356.77,256.32,1
114,17762,1.09,0.62,0.67,0.02,-0.98,-0.06,30.18,13.48,-20.80,0,24.27,98356.77,256.32,1
115,17900,0.76,0.43,1.11,0.02,-0.98,-0.06,29.00,13.77,-20.51,0,24.27,98356.89,256.31,1
116,18038,0.97,0.56,0.76,0.02,-0.98,-0.06,29.59,13.77,-20.80,0,24.27,98356.89,256.31,1
117,18182,1.01,0.37,0.84,0.03,-0.99,-0.06,29.88,13.77,-21.09,0,24.27,98356.89,256.31,1
118,18319,1.08,0.81,1.10,0.02,-0.98,-0.06,29.59,14.06,-20.80,0,24.27,98356.85,256.31,1
119,18459,0.91,0.55,0.82,0.02,-0.99,-0.06,29.30,14.06,-20.51,0,24.27,98356.85,256.31,1
